02/10/1992,"Acquisto","81,917","4,500.00",," --",,,
02/10/1992,"Vignetta","81,917",30.00,," --",,,
02/10/1992,"Targhe e circolazione","81,917",298.90,," --",,,
02/10/1992,"Benzina","81,917",29.40,,30.0,,,
02/22/1992,"Benzina","82,259",30.00,,30.3,,,
02/28/1992,"Benzina","82,602",30.00,,30.0,,,
03/16/1992,"Benzina","82,859",30.00,,30.3,,,
03/20/1992,"Benzina","83,228",30.00,,30.0,,,
03/31/1992,"Riparazioni","83,400",132.55,," --",,,
04/03/1992,"Benzina","83,463",20.00,,20.0,,,
04/15/1992,"Benzina","83,719",20.15,,19.9,,,
04/29/1992,"Benzina","83,950",20.00,,19.9,,,
05/10/1992,"Benzina","84,144",30.00,,30.0,,,
05/26/1992,"Benzina","84,496",20.00,,19.2,,,
06/03/1992,"Benzina","84,639",20.00,,19.2,,,
06/12/1992,"Benzina","84,908",20.00,,19.2,,,
07/10/1992,"Benzina","85,028",30.00,,30.0,,,
07/22/1992,"Benzina","85,392"," --",,30.0,,,
07/24/1992,"Benzina","85,759"," --",,30.0,,,
07/29/1992,"Benzina","86,056"," --",,30.0,,,
07/30/1992,"Servizio e olio","86,060",470.00,," --",,,
08/27/1992,"Benzina","86,324",20.00,,20.2,,,
09/16/1992,"Benzina","86,639",20.00,,21.7,,,
09/18/1992,"Sostituzione asta comando marce","86,690",82.50,," --",,,
09/23/1992,"Benzina","86,814",20.00,,20.4,,,
09/27/1992,"Benzina","86,874",20.00,,20.7,,,
10/09/1992,"Benzina","87,305",20.00,,20.7,,,
10/22/1992,"Benzina","87,521",20.00,,20.4,,,
10/27/1992,"Benzina","87,796",20.00,,20.2,,,
11/04/1992,"Benzina","87,964",20.00,,20.2,,,
11/06/1992,"Benzina","88,091",20.00,,20.6,,,
11/16/1992,"Benzina","88,394",20.00,,20.2,,,
11/24/1992,"Benzina","88,628",20.60,,20.7,,,
12/04/1992,"Benzina","88,890"," --",,30.0,,,
12/04/1992,"CO, manicotto radiatore","88,890",75.00,," --",,,
01/15/1993,"Benzina","89,264",20.10,,22.6,,,
01/22/1993,"Benzina","89,525",20.05,,20.9,,,
01/27/1993,"Vignetta","89,634",30.00,," --",,,
02/05/1993,"Benzina","89,757",20.05,,20.9,,,
02/17/1993,"Benzina","89,943",20.00,,20.2,,,
03/07/1993,"Benzina","90,230",20.00,,20.2,,,
03/10/1993,"Benzina","90,333"," --",,30.0,,,
04/01/1993,"Piccolo servizio e olio","90,714",138.80,," --",,,
04/12/1993,"Benzina","90,786",30.00,,25.0,,,
04/23/1993,"Benzina","91,040",30.05,,25.3,,,
05/12/1993,"Benzina","91,302",30.00,,25.0,,,
06/02/1993,"Benzina","91,639"," --",,26.9,,,
06/09/1993,"Benzina","91,892",30.00,,25.2,,,
07/05/1993,"Benzina","92,186",30.00,,25.4,,,
07/16/1993,"Benzina","92,562",10.00,,8.3,,,
07/21/1993,"Benzina","92,596",30.00,,22.4,,,
07/31/1993,"Cambio gomme (4 pezzi)","92,762",312.00,," --",,,
08/17/1993,"Benzina","92,877",30.00,,28.3,,,
09/03/1993,"Benzina","93,215",30.05,,26.8,,,
09/12/1993,"Benzina","93,445",30.00,,26.3,,,
09/22/1993,"Benzina","93,779",20.00,,17.4,,,
09/30/1993,"Benzina","93,989",30.00,,27.3,,,
10/19/1993,"Benzina","94,281",30.00,,26.3,,,
10/27/1993,"Benzina","94,543",20.00,,17.5,,,
10/31/1993,"Benzina","94,761"," --",,30.0,,,
11/10/1993,"Benzina","95,105",30.00,,24.4,,,
11/15/1993,"Olio, cuscinetto ruota anteriore","95,150",341.50,," --",,,
11/16/1993,"Calotta spinterogeno","95,245",174.50,," --",,,
11/16/1993,"Benzina","95,306",30.00,,26.8,,,
12/02/1993,"Benzina","95,577",20.00,,17.9,,,
12/07/1993,"CO",,48.00,," --",,,
12/11/1993,"Benzina","95,821",30.00,,26.7,,,
12/15/1993,"Benzina","96,096",30.00,,27.0,,,
12/27/1993,"Assicurazione",,345.50,," --",,,
01/20/1994,"Benzina","96,465",20.00,,17.5,,,
01/21/1994,"Benzina","96,565",20.00,,18.1,,,
01/21/1994,"Vignetta",,30.00,," --",,,
02/02/1994,"Circolazione",,264.00,," --",,,
02/04/1994,"Benzina","96,789",20.00,,18.2,,,
02/23/1994,"Benzina","97,034",20.00,,18.0,,,
03/11/1994,"Benzina","97,266",20.00,,18.0,,,
03/24/1994,"Benzina","97,486",20.00,,18.0,,,
04/08/1994,"Benzina","97,681",20.10,,18.2,,,
04/20/1994,"Benzina","97,909",30.00,,26.1,,,
04/18/1994,"Rifatto freni posteriori","97,890",481.70,," --",,,
04/29/1994,"Benzina","98,180",20.05,,17.5,,,
05/13/1994,"Benzina","98,617",20.00,,17.5,,,
06/03/1994,"Benzina","99,017",20.50,,17.3,,,
01/17/1994,"Benzina","99,268",30.00,,26.0,,,
06/30/1994,"Benzina","99,475",20.00,,17.4,,,
06/30/1994,"Assicurazione","99,480",345.50,," --",,,
08/04/1994,"Benzina","99,766",30.00,,26.0,,,
08/22/1994,"Olio","99,985",64.00,," --",,,
08/24/1994,"Benzina","100,054",20.00,,16.7,,,
09/01/1994,"Benzina","100,267",20.00,,17.3,,,
09/08/1994,"Benzina","100,448",20.05,,17.3,,,
09/15/1994,"Benzina","100,613",30.00,,26.2,,,
09/28/1994,"Benzina","101,004",20.00,,17.1,,,
09/29/1994,"Benzina","101,045",20.00,,17.9,,,
10/13/1994,"Benzina","101,369",30.05,,26.8,,,
10/24/1994,"Benzina","101,704",20.00,,17.2,,,
11/07/1994,"Benzina","101,893",20.00,,17.6,,,
11/14/1994,"Benzina","102,107",20.00,,17.1,,,
11/17/1994,"Benzina","102,300",20.00,,17.1,,,
11/19/1994,"Gomme neve (2 pezzi)","102,364",184.00,," --",,,
11/24/1994,"Benzina","102,496",30.05,,26.3,,,
12/06/1994,"Benzina","102,801",20.00,,17.1,,,
12/06/1994,"CO","102,801",65.00,," --",,,
12/15/1994,"Benzina","103,007",30.05,,26.8,,,
12/27/1994,"Assicurazione","103,150",345.50,," --",,,
01/03/1995,"Vignetta '95","103,291",40.00,," --",,,
01/10/1995,"Benzina","103,325",20.00,,17.8,,,
01/19/1995,"Benzina","103,493",30.00,,26.4,,,
02/02/1995,"Benzina","103,892",30.00,,26.5,,,
02/16/1995,"Benzina","104,143",20.00,,17.7,,,
03/02/1995,"Benzina","104,336",20.00,,17.7,,,
03/13/1995,"Benzina","104,605",20.00,,17.6,,,
03/16/1995,"Benzina","104,721",20.00,,17.7,,,
03/30/1995,"Benzina","105,040",20.00,,17.7,,,
04/03/1995,"Freni ant., cuscin., cinghia, candele...","105,110",490.00,," --",,,
04/11/1995,"Benzina","105,268",20.00,,17.6,,,
04/20/1995,"Benzina","105,430",30.00,,26.6,,,
05/03/1995,"Benzina","105,749",20.00,,17.7,,,
05/16/1995,"Benzina","106,005",20.00,,17.6,,,
05/24/1995,"Benzina","106,218",30.00,,26.4,,,
06/01/1995,"Benzina","106,434",20.00,,17.7,,,
06/10/1995,"Benzina","106,692",20.00,,17.7,,,
06/22/1995,"Benzina","106,971",20.00,,17.8,,,
06/30/1995,"Assicurazione","107,080",345.50,," --",,,
07/14/1995,"Benzina","107,155",20.05,,18.5,,,
07/21/1995,"Benzina","107,292",20.00,,18.4,,,
08/07/1995,"Benzina","107,601",30.00,,27.3,,,
09/06/1995,"Benzina","107,910",20.00,,18.3,,,
09/09/1995,"Benzina","108,063",30.00,,26.5,,,
09/20/1995,"Benzina","108,409",20.00,,18.3,,,
09/28/1995,"Benzina","108,653",30.00,,27.7,,,
10/12/1995,"Benzina","108,892",20.05,,18.7,,,
10/26/1995,"Benzina","109,195",20.00,,18.8,,,
11/09/1995,"Benzina","109,436",30.00,,22.6,,,
11/16/1995,"Benzina","109,618",20.00,,18.4,,,
11/24/1995,"cambio gomme","109,880",200.00,," --",,,
11/28/1995,"Benzina","109,941",20.00,,18.3,,,
11/29/1995,"CO, olio, cuffia ruota","109,980",300.00,," --",,,
11/30/1995,"Benzina","110,044",20.00,,18.4,,,
12/07/1995,"Benzina","110,259",20.20,,18.6,,,
12/20/1995,"Benzina","110,599",20.00,,18.3,,,
01/04/1996,"Benzina","110,788",20.00,,18.3,,,
01/10/1996,"Benzina","111,010",30.00,,27.7,,,
01/25/1996,"Benzina","111,308",20.00,,18.4,,,
01/29/1996,"Vignetta '96","111,395",40.00,," --",,,
01/30/1996,"Circolazione '96","111,418",264.00,," --",,,
02/01/1996,"Benzina","111,458",20.05,,18.5,,,
02/15/1996,"Benzina","111,727",20.00,,17.9,,,
02/22/1996,"Benzina","111,894",20.00,,18.0,,,
03/07/1996,"Benzina","112,194",20.00,,17.8,,,
03/15/1996,"Benzina","112,455",30.00,,26.4,,,
03/17/1996,"Controllo carburatore","112,490","??",,,,,
04/03/1996,"Benzina","112,800",30.00,,26.0,,,
04/05/1996,"Benzina","112,890",22.00,,19.0,,,
04/05/1996,"Liquido aggiuntivo per pulizia tubi","112,890",14.80,," --",,,
04/22/1996,"Cambio gomme (1 nuova)","113,164",95.00,," --",,,
04/24/1996,"Sostituzione marmitta","113,220",160.00,," --",,,
04/25/1996,"Rifatto CO","113,310",50.00,," --",,,
04/28/1996,"Benzina","113,357",30.00,,25.3,,,
04/29/1996,"Candele + filtro benzina","113,390",46.00,," --",,,
05/08/1996,"Benzina","113,586",30.00,,25.3,,,
05/17/1996,"Benzina","113,874",20.00,,16.8,,,
05/29/1996,"Benzina","114,119",20.00,,16.7,,,
06/11/1996,"Benzina","114,347",20.00,,17.1,,,
06/18/1996,"Benzina","114,524",20.00,,17.5,,,
07/15/1996,"Benzina","114,808",31.00,,27.1,,,
07/25/1996,"Benzina","115,118",20.05,,17.2,,,
08/06/1996,"Benzina","115,317",30.00,,26.2,,,
08/12/1996,"Olio, centralina, servizio","115,326",409.20,," --",,,
08/20/1996,"Benzina","115,616",30.00,,26.2,,,
08/30/1996,"Benzina","115,925",20.00,,17.3,,,
09/02/1996,"Benzina","116,119",30.00,,26.0,,,
09/03/1996,"Bobina, cavo elettrico","116,180",191.40,," --",,,
09/06/1996,"Benzina","116,419",30.00,,25.5,,,
09/18/1996,"Benzina","116,715",30.00,,25.3,,,
10/01/1996,"Benzina","116,954",20.00,,16.9,,,
10/16/1996,"Benzina","117,171",20.00,,16.7,,,
10/23/1996,"Benzina","117,368",20.00,,16.7,,,
11/03/1996,"Benzina","117,586",20.00,,17.9,,,
11/12/1996,"Benzina","117,791",20.00,,16.8,,,
11/18/1996,"Benzina","118,008",10.00,,8.4,,,
11/18/1996,"Vendita","118,012","-1,000.00",," --",,,
